is_rumor,thread,in_reply_tweet,tweet_id,is_source_tweet,in_reply_user,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,sentimentscore,rumor_spreaders_intensity_score
1,5.24969E+17,5.24969E+17,5.24977E+17,0,19636948,0,0,0,1,1864,0,27,20,0.5,0.000536481
1,5.44517E+17,5.44517E+17,5.44518E+17,0,171802941,0,0,0,1,18773,0,1160,1712,0,0.000053268
1,5.00366E+17,5.00366E+17,5.00652E+17,0,24138795,0,0,0,1,12330,0,285,289,0,0.000081103
1,5.0029E+17,5.00298E+17,5.00305E+17,0,15649636,0,0,0,3,18298,0,867,1915,0.3,5.46508E-05
1,5.00384E+17,5.00384E+17,5.00547E+17,0,14464766,0,0,0,1,290,0,4,6,0.075,0.003448276
1,5.53134E+17,5.53134E+17,5.53134E+17,0,5402612,0,0,4,1,792,0,102,281,-0.5,0.001262626
1,1.07789E+18,1.07791E+18,1.07792E+18,0,885517673,2,0,0,4,39907,0,4826,4833,-0.8,2.50583E-05
1,5.25025E+17,5.25025E+17,5.25026E+17,0,19636948,0,0,0,1,730,0,64,63,0,0.001369863
1,5.53564E+17,5.53564E+17,5.53567E+17,0,7587032,1,21,3,1,16597,1,61485,570,0,6.02519E-05
1,5.44313E+17,5.44313E+17,5.44324E+17,0,1960878613,1,0,0,1,9584,0,1930,1883,0,0.000104341
1,5.0028E+17,5.0028E+17,5.00289E+17,0,21728303,2,0,0,2,1819,0,72,143,0.4,0.000549753
1,5.44334E+17,5.44334E+17,5.44335E+17,0,25777812,0,0,7,1,8383,1,6028,1298,0.2,0.000119289
1,5.53137E+17,5.53137E+17,5.53137E+17,0,87416722,0,0,0,1,4367,0,99,122,0,0.00022899
1,5.53515E+17,5.53515E+17,5.53517E+17,0,87416722,1,0,0,1,18249,0,1576,1788,-0.9375,5.47975E-05
1,5.2495E+17,5.24951E+17,5.24954E+17,0,15407637,0,0,0,2,144,0,62,341,0.05,0.006944444
1,5.25062E+17,5.25062E+17,5.25063E+17,0,19038934,0,0,2,1,6564,0,250,152,0,0.000152346
1,1.10635E+18,1.10635E+18,1.10638E+18,0,758264561,0,0,1,3,25652,0,593,194,0.25,3.89833E-05
1,5.00235E+17,5.00235E+17,5.00259E+17,0,2725579568,1,0,0,1,21799,0,153,130,0,4.58737E-05
1,1.08878E+18,1.08878E+18,1.0888E+18,0,2835426712,0,0,3,4,11408,0,421,822,-0.466666667,8.76578E-05
1,5.4438E+17,5.4438E+17,5.4438E+17,0,302974524,0,0,0,1,98621,0,6400,4933,0,1.01398E-05
1,5.44307E+17,5.44307E+17,5.44337E+17,0,14460241,0,1,1,2,6802,0,3288,2995,0.16,0.000147016
1,2.63349E+18,2.63349E+18,2.63351E+18,0,3193022941,2,1,0,10,26344,0,74,1822,0.083333333,3.79593E-05
1,4.98294E+17,4.98294E+17,4.98335E+17,0,24165761,0,0,0,2,41242,0,839,2000,0,2.42471E-05
1,5.00409E+17,5.00409E+17,5.00743E+17,0,403647191,0,0,0,2,60600,0,946,1321,0,1.65017E-05
1,1.1059E+18,1.1059E+18,1.10591E+18,0,67751407,2,1,0,4,54366,0,2083,188,0,1.83938E-05
1,5.2496E+17,5.2496E+17,5.24965E+17,0,759251,0,0,0,1,4990,0,368,488,-0.5,0.000200401
1,5.24929E+17,5.24929E+17,5.24934E+17,0,6433472,0,0,0,1,698,0,309,239,0.15,0.001432665
1,5.44273E+17,5.44273E+17,5.44276E+17,0,17004618,0,0,0,2,1409,0,6508,672,0,0.000709723
1,1.65947E+18,1.65947E+18,1.65951E+18,0,45314010,0,0,1,5,15208,0,2091,905,0.8,6.57549E-05
1,5.00344E+17,5.00344E+17,5.0035E+17,0,61419696,0,2,1,4,8017,0,447,436,-0.35,0.000124735
1,5.8136E+17,5.8136E+17,5.81362E+17,0,1652541,0,0,1,1,75976,0,739,566,0.293055556,1.31621E-05
1,1.08875E+18,5.44334E+17,1.08876E+18,1,25777812,1,855,1045,1,10125,2,9783,1354,-1.5,9.87654E-05
1,2.21127E+18,2.21127E+18,2.21129E+18,0,353236367,0,1,0,5,3196,0,324,456,-0.175,0.000312891
1,5.24989E+17,5.24989E+17,5.24992E+17,0,51241574,0,0,0,2,1952,0,38,70,0,0.000512295
1,5.80886E+17,5.80886E+17,5.8089E+17,0,7309052,1,0,0,5,6470,0,2112,1247,0.065079365,0.00015456
1,9.98895E+17,0,9.98895E+17,2,0,2,591,195,0,220082,0,14188,5571,0.772222222,4.54376E-06
1,5.44516E+17,5.44516E+17,5.44517E+17,0,22993014,0,0,0,2,2324,0,300,267,0,0.000430293
1,5.2496E+17,5.2496E+17,5.2496E+17,0,16307818,0,0,1,1,5995,0,450,844,0,0.000166806
1,5.24987E+17,5.24987E+17,5.2499E+17,0,18999969,0,0,0,1,598,0,82,83,-0.5,0.001672241
1,5.24968E+17,5.24968E+17,5.24968E+17,0,18999969,0,0,0,2,15365,0,237,831,0,0.000065083
1,5.24951E+17,5.24951E+17,5.24953E+17,0,957502914,0,2,0,1,8066,0,443,291,-0.4,0.000123977
1,5.44374E+17,5.44374E+17,5.44374E+17,0,16834659,0,0,0,1,4564,0,139,336,0.066666667,0.000219106
1,5.24962E+17,5.24962E+17,5.24967E+17,0,19038934,0,0,0,2,1399,0,125,687,0,0.000714796
1,5.00287E+17,5.00287E+17,5.00313E+17,0,608161678,0,0,0,2,2569,0,138,168,0,0.000389257
1,5.00321E+17,5.00323E+17,5.00729E+17,0,305068648,0,0,0,2,502,0,14,49,0.3,0.001992032
1,5.25024E+17,5.25024E+17,5.25025E+17,0,19038934,0,0,0,2,18669,0,1484,1997,0,5.35647E-05
1,5.24965E+17,5.2497E+17,5.2497E+17,0,1273480106,0,0,0,2,14226,0,1307,1606,-0.8,7.02938E-05
1,5.25033E+17,5.25033E+17,5.25036E+17,0,19038934,0,0,1,3,407,0,18,89,0.375,0.002457002
1,1.05283E+18,4.99648E+17,1.05284E+18,1,954124423,4,255,158,1,289023,0,30507,25969,0.25,3.45993E-06
1,5.8032E+17,5.8032E+17,5.80328E+17,0,134196350,1,0,0,1,2246,0,1851,172,0,0.000445236
1,5.81386E+17,5.81386E+17,5.81388E+17,0,16973333,0,0,0,1,26232,0,395,1476,-0.066666667,3.81214E-05
1,5.80327E+17,5.80327E+17,5.80328E+17,0,428333,0,0,0,1,8783,0,670,2001,-0.5,0.000113856
1,1.49381E+19,1.49382E+19,1.49382E+19,0,24542905397,0,0,2,48,152717,0,2035,6169,0.148040675,6.54806E-06
1,3.15619E+18,3.15621E+18,3.15634E+18,0,2819752326,26,0,0,8,87650,0,4084,4375,0.05,0.000011409
1,5.53546E+17,5.53546E+17,5.53546E+17,0,15754281,0,0,0,2,8338,0,164,421,0,0.000119933
1,5.25027E+17,5.25027E+17,5.25028E+17,0,736798032,0,0,1,2,4158,0,243,221,0.5,0.0002405
1,5.52791E+17,5.52791E+17,5.52796E+17,0,868112707,2,0,0,1,204892,0,6970,121,-0.1,4.88062E-06
1,5.25039E+17,5.25039E+17,5.25053E+17,0,234874463,1,2,4,1,3719,0,194,138,0,0.000268889
1,5.00357E+17,5.00357E+17,5.00358E+17,0,158426909,0,0,0,1,3512,0,67,192,0.278571429,0.000284738
1,3.07073E+18,3.07073E+18,3.07079E+18,0,3016798397,1,1,1,9,496164,0,5970,11995,0.0375,2.01546E-06
1,5.44281E+17,5.44281E+17,5.44282E+17,0,171802941,1,0,0,1,47553,0,2714,882,-0.4,2.10292E-05
1,5.53472E+17,5.53472E+17,5.53473E+17,0,21866939,0,0,1,2,1902,0,465,273,0,0.000525762
1,1.04991E+18,1.04991E+18,1.04991E+18,0,105041328,0,0,0,2,14010,0,196,500,0,7.13776E-05
1,4.99369E+17,4.99369E+17,4.99374E+17,0,293866350,3,2,0,1,96750,0,1177,175,0,1.03359E-05
1,5.44511E+17,5.44511E+17,5.4452E+17,0,171802941,0,0,0,2,3857,0,202,865,0.512121212,0.000259269
1,5.24933E+17,5.24933E+17,5.24933E+17,0,19038934,2,0,0,1,1437,0,165,1086,0.8,0.000695894
1,5.44407E+17,0,5.44407E+17,1,0,1,148,51,1,2670,1,1573,281,0.033333333,0.000374532
1,1.09753E+18,1.09753E+18,1.09756E+18,0,809101155,0,0,0,5,11953,0,400,620,-0.15625,0.000083661
1,5.00344E+17,5.00344E+17,5.00344E+17,0,61419696,0,0,0,3,6958,0,189,788,0,0.000143719
1,5.00428E+17,5.00708E+17,5.00709E+17,0,1296110076,1,0,0,2,14868,0,3282,2741,0,6.72585E-05
1,5.00309E+17,5.00309E+17,5.00314E+17,0,119972954,0,1,1,2,19763,0,229,81,0.25,5.05996E-05
1,5.24942E+17,5.24942E+17,5.24943E+17,0,6433472,0,0,1,1,2140,0,81,136,-0.8125,0.00046729
1,5.24952E+17,5.24952E+17,5.24953E+17,0,428333,0,0,0,1,573,0,61,120,0,0.001745201
1,5.53544E+17,5.53544E+17,5.53549E+17,0,1367531,1,0,1,1,7392,0,350,185,0,0.000135281
1,5.80349E+17,5.80349E+17,5.8035E+17,0,2280470022,1,0,0,1,40657,0,3967,794,0,0.000024596
1,4.99369E+17,4.99369E+17,4.99586E+17,0,17072206,0,2,2,2,4981,0,714,1055,-0.227777778,0.000200763
1,5.4441E+17,5.4441E+17,5.44462E+17,0,1367531,0,1,0,1,4001,0,109,259,0.3125,0.000249938
1,5.24945E+17,5.24953E+17,5.25014E+17,0,23654321,0,0,0,1,700,0,169,148,0.5,0.001428571
1,5.52837E+17,5.52847E+17,5.52848E+17,0,35787166,0,0,0,2,20034,0,3560,1549,0,4.99151E-05
1,5.00351E+17,5.00351E+17,5.00353E+17,0,64643056,0,0,1,1,1996,0,147,465,-0.291666667,0.000501002
1,5.53591E+17,5.53591E+17,5.53594E+17,0,380648579,1,0,0,1,37472,0,1209,1289,0.75,2.66866E-05
1,5.44512E+17,5.44512E+17,5.44512E+17,0,292777349,0,0,6,1,70699,0,3436,326,0,1.41445E-05
1,5.24959E+17,5.24959E+17,5.24961E+17,0,21220931,0,0,0,1,3482,0,276,681,0.103125,0.000287191
1,5.44272E+17,5.44272E+17,5.44272E+17,0,63362429,0,0,0,1,1486,0,76,82,0.5,0.000672948
1,5.53591E+17,5.53591E+17,5.53592E+17,0,7587032,0,0,0,1,8009,0,408,912,0,0.00012486
1,5.81411E+17,5.81411E+17,5.81434E+17,0,1462833583,0,0,0,1,7020,0,1448,273,0,0.00014245
1,2.73099E+18,2.73115E+18,2.73118E+18,0,8493171037,0,33,15,12,137392,0,4122,4121,-0.35,7.27844E-06
1,1.06944E+18,1.06946E+18,1.06948E+18,0,1126740692,1,2,1,4,74714,0,2185,1672,0.8,1.33844E-05
1,5.24924E+17,5.24924E+17,5.24925E+17,0,19636948,0,0,0,1,7918,0,296,463,0.142857143,0.000126295
1,5.00366E+17,5.00366E+17,5.00371E+17,0,24138795,1,0,0,2,9299,0,631,1927,0,0.000107538
1,5.53588E+17,5.53588E+17,5.53591E+17,0,33519870,0,0,0,2,2308,0,851,221,-0.5,0.000433276
1,5.81304E+17,5.81304E+17,5.81307E+17,0,112562263,0,0,1,1,1482,0,391,557,-0.3,0.000674764
1,5.53529E+17,5.53529E+17,5.5353E+17,0,380648579,1,3,0,1,50647,0,1687,1630,0,1.97445E-05
1,5.53576E+17,5.53576E+17,5.53578E+17,0,3108351,1,0,2,1,2588,0,68,431,-0.175,0.000386399
1,4.98431E+17,4.98434E+17,4.98488E+17,0,2285764364,0,0,0,2,29239,0,451,477,-0.3,3.42009E-05
1,5.44402E+17,5.44402E+17,5.44409E+17,0,14173315,0,0,0,2,3211,0,293,754,-0.5,0.000311429
1,5.25002E+17,5.25002E+17,5.25003E+17,0,19038934,0,0,1,3,1469,0,232,322,0,0.000680735
1,1.08872E+18,1.08872E+18,1.08882E+18,0,905994394,1,5,1,2,1817,0,232,480,-0.7,0.000550358
1,1.16071E+18,1.16071E+18,1.16072E+18,0,2414666372,0,0,0,4,12806,0,505,1718,0,7.80884E-05
1,5.80334E+17,5.80336E+17,5.80337E+17,0,5402612,0,0,0,1,23740,0,653,397,-0.2,0.000042123
1,5.44367E+17,5.4438E+17,5.44383E+17,0,25005996,0,1,1,3,64494,0,8245,640,0.25,1.55053E-05
1,5.25023E+17,5.25023E+17,5.25023E+17,0,19038934,2,0,0,1,1165,0,275,415,-0.2,0.000858369
1,5.0029E+17,5.0029E+17,5.00298E+17,0,1363520268,0,0,0,2,70888,0,1253,1208,-0.038095238,1.41068E-05
1,5.24942E+17,5.24942E+17,5.24942E+17,0,50657158,0,0,0,2,382,0,60,143,0,0.002617801
1,5.53591E+17,5.53591E+17,5.53592E+17,0,87416722,0,0,2,1,1580,0,14,81,0.175,0.000632911
1,5.53536E+17,5.53536E+17,5.53537E+17,0,64643056,0,0,0,2,25382,0,2821,2832,1,0.000039398
1,5.24953E+17,5.24953E+17,5.24954E+17,0,8736882,0,0,0,2,22870,0,1013,921,0.4125,4.37254E-05
1,4.99367E+17,4.99367E+17,4.99378E+17,0,230527949,0,0,0,1,1286,0,557,1996,0,0.000777605
1,5.00273E+17,5.00273E+17,5.00274E+17,0,759251,0,0,1,1,764,0,63,210,0,0.001308901
1,5.24982E+17,5.24982E+17,5.24982E+17,0,19636948,0,0,0,1,34536,0,351,244,0,2.89553E-05
1,5.53137E+17,5.53137E+17,5.53179E+17,0,16343974,1,0,0,1,1019,0,32,75,0.9,0.000981354
1,5.2495E+17,5.2495E+17,5.24951E+17,0,203123011,0,0,0,1,43093,0,950,909,0.5,2.32056E-05
1,5.80321E+17,5.80797E+17,5.81103E+17,0,3079475403,0,0,1,3,17914,0,277,421,-0.7,5.58223E-05
1,5.53502E+17,5.53502E+17,5.53503E+17,0,16343974,1,10,2,1,20862,0,6749,862,0.1,0.000047934
1,5.44351E+17,5.44351E+17,5.44441E+17,0,28785486,0,0,0,1,10,0,3,17,0,0.1
1,5.24995E+17,5.24995E+17,5.25021E+17,0,479874506,0,0,0,2,178,0,23,91,-0.0125,0.005617978
1,5.53541E+17,5.53541E+17,5.53544E+17,0,793879086,2,0,0,1,14668,0,3020,689,0,6.81756E-05
1,5.44275E+17,5.44275E+17,5.44284E+17,0,2256809998,0,0,0,1,272,0,20,85,0,0.003676471
1,5.44516E+17,5.44516E+17,5.44517E+17,0,22993014,1,0,0,2,9091,0,601,350,0,0.000109999
1,5.4438E+17,5.4438E+17,5.44384E+17,0,268662889,0,0,0,1,3486,0,66,984,0.1,0.000286862
1,5.25038E+17,0,5.25038E+17,1,0,3,517,369,0,442,0,58,153,0,0.002262443
1,5.00371E+17,5.00371E+17,5.00375E+17,0,46822887,0,0,0,2,8508,0,928,501,0.25,0.000117536
1,5.53546E+17,5.53546E+17,5.53548E+17,0,14293310,0,0,0,1,951,0,50,114,0,0.001051525
1,5.5355E+17,5.5355E+17,5.53551E+17,0,1652541,0,0,0,1,6774,0,1355,648,0,0.000147623
1,5.00316E+17,5.00316E+17,5.00319E+17,0,12579352,0,0,2,2,1839,0,145,816,-0.078571429,0.000543774
1,5.25013E+17,5.25016E+17,5.25044E+17,0,608395920,0,0,1,2,9665,0,15061,3340,0.225,0.000103466
1,5.00348E+17,5.00348E+17,5.00353E+17,0,253186785,1,0,0,1,78576,0,1289,870,-0.2,1.27265E-05
1,1.00057E+18,1.00057E+18,1.00123E+18,0,27566367,0,0,1,4,75192,0,3722,3887,-0.6,1.32993E-05
1,5.00423E+17,5.00423E+17,5.00424E+17,0,470708968,0,0,0,1,8689,0,187,450,0.1625,0.000115088
1,5.44291E+17,5.44291E+17,5.44297E+17,0,2097571,1,0,1,1,578,0,132,298,0,0.001730104
1,5.80883E+17,5.80883E+17,5.80888E+17,0,21866939,0,0,0,1,3916,0,172,210,0,0.000255363
1,5.53556E+17,5.53557E+17,5.53627E+17,0,831840157,0,0,0,1,1848,0,189,330,0.1,0.000541126
1,5.53532E+17,5.53532E+17,5.53548E+17,0,72526835,0,0,0,1,254,0,25,426,0,0.003937008
1,5.53529E+17,5.53529E+17,5.53531E+17,0,64643056,1,0,1,1,211,0,25,484,0.5,0.004739336
1,5.24937E+17,5.24951E+17,5.24954E+17,0,368392804,0,0,0,2,16,0,17,86,0.066666667,0.0625
1,5.44492E+17,5.44492E+17,5.44493E+17,0,129673790,4,0,0,1,114,0,16,23,0,0.00877193
1,1.06933E+18,1.06933E+18,1.06934E+18,0,18298020,4,2,3,2,66354,0,40266,36514,-0.1,1.50707E-05
1,5.44291E+17,5.44291E+17,5.44291E+17,0,19038934,2,0,0,1,8349,0,312,637,-0.1,0.000119775
1,5.00326E+17,5.00326E+17,5.00334E+17,0,14717197,1,1,0,1,29907,0,1258,1048,0.0375,0.000033437
1,5.81411E+17,5.81418E+17,5.81448E+17,0,1289009533,2,0,0,2,18909,0,1460,2001,0,5.28849E-05
1,5.4439E+17,5.4439E+17,5.44391E+17,0,428333,1,0,0,1,32210,0,510,507,-0.35,3.10463E-05
1,5.44492E+17,5.44492E+17,5.44493E+17,0,6017542,0,0,0,3,16039,0,855,373,-0.05,0.000062348
1,9.99897E+17,9.99897E+17,9.999E+17,0,134822516,0,1,0,4,31117,0,1018,1058,-0.1,3.21368E-05
1,5.25045E+17,5.25045E+17,5.25047E+17,0,272172091,0,0,0,3,2472,0,188,531,-0.25,0.000404531
1,5.25057E+17,5.25057E+17,5.25068E+17,0,16343974,0,0,0,1,28960,0,1458,1282,0,3.45304E-05
1,5.53531E+17,5.53531E+17,5.53532E+17,0,292777349,0,0,1,1,33492,0,698,386,-0.4,2.98579E-05
1,5.44287E+17,5.44287E+17,5.44288E+17,0,16675569,0,0,0,1,1587,0,51,150,0.357142857,0.00063012
1,7.65031E+18,7.65033E+18,7.65085E+18,0,5499891269,0,4,7,21,90234,0,1664,2914,-0.41547619,1.10823E-05
1,1.54934E+18,1.54934E+18,1.54935E+18,0,115183159,0,0,0,5,196399,0,4407,4484,-0.25,5.09168E-06
1,5.52811E+17,5.52811E+17,5.52813E+17,0,3108351,3,0,0,1,63,0,25,130,0.433333333,0.015873016
1,5.44362E+17,5.44362E+17,5.44364E+17,0,428333,0,0,1,2,668,0,68,230,-0.8,0.001497006
1,5.24976E+17,5.24976E+17,5.24977E+17,0,27947088,0,1,1,1,6719,0,694,180,-0.4,0.000148832
1,5.24942E+17,5.24942E+17,5.24944E+17,0,469509327,0,0,0,1,876,0,50,63,0.076190476,0.001141553
1,5.2497E+17,5.2497E+17,5.2497E+17,0,19038934,0,1,0,2,31941,0,1016,1892,-0.4,3.13077E-05
1,5.44402E+17,5.44402E+17,5.44406E+17,0,2850249772,0,0,0,2,9161,0,835,601,-0.475,0.000109158
1,1.00062E+18,1.00062E+18,1.00127E+18,0,213915374,0,0,0,2,4671,0,171,380,-0.5,0.000214087
1,5.2498E+17,5.24988E+17,5.25113E+17,0,313129574,0,0,0,1,1360,0,79,86,0,0.000735294
1,5.24936E+17,5.24936E+17,5.24938E+17,0,14173315,0,0,0,1,16863,0,453,566,0,5.93014E-05
1,1.12476E+18,1.12476E+18,1.12476E+18,0,42937423,1,0,0,2,16386,0,425,2704,-0.155555556,6.10277E-05
1,5.44288E+17,5.44288E+17,5.44289E+17,0,972651,0,0,0,1,28674,0,1084,1073,0,3.48748E-05
1,5.44317E+17,5.44317E+17,5.44319E+17,0,5402612,0,0,0,2,10293,0,755,913,0,9.71534E-05
1,1.10696E+18,1.10696E+18,1.10987E+18,0,97577085,1,2,1,3,201219,0,155884,112853,0.5,4.96971E-06
1,5.53507E+17,5.53508E+17,5.53513E+17,0,21886391,0,0,0,2,127,0,31,107,0,0.007874016
1,5.24983E+17,5.24983E+17,5.24984E+17,0,29518466,0,0,0,1,3696,0,103,175,-0.033333333,0.000270563
1,5.53507E+17,5.53507E+17,5.53508E+17,0,5402612,0,0,1,2,271,0,98,193,0,0.003690037
1,5.44374E+17,5.44374E+17,5.44379E+17,0,25777812,0,0,0,2,6363,0,99,230,0,0.000157159
1,5.00348E+17,5.00348E+17,5.00357E+17,0,253186785,1,9,2,2,42772,0,1734,1421,-0.2,2.33798E-05
1,5.81047E+17,5.81047E+17,5.81051E+17,0,15037033,0,0,0,1,3479,0,110,89,0,0.000287439
1,5.25039E+17,5.25039E+17,5.25042E+17,0,21212604,0,7,8,1,36828,0,4109,1006,-0.291666667,2.71533E-05
1,5.25021E+17,5.25021E+17,5.25079E+17,0,2327508680,2,3,2,1,3903,0,1938,303,0,0.000256213
1,1.16068E+18,1.16068E+18,1.16068E+18,0,218391656,0,0,1,5,26426,0,364,1202,0.255555556,3.78415E-05
1,1.08862E+18,1.08862E+18,1.08865E+18,0,23913472,2,4,2,3,278379,0,13956,14849,-0.433333333,3.59222E-06
1,5.44278E+17,5.44278E+17,5.44296E+17,0,9609632,0,0,0,1,17,0,14,114,0.25,0.058823529
1,5.80347E+17,5.80347E+17,5.80415E+17,0,6017542,0,0,0,2,20611,0,158,470,0,4.85178E-05
1,5.44277E+17,5.44282E+17,5.44286E+17,0,2314296184,0,0,0,2,66611,0,1722,1986,0.1225,1.50125E-05
1,5.52984E+17,5.52984E+17,5.52989E+17,0,21744712,1,0,0,1,52006,0,1075,654,0,1.92286E-05
1,5.52821E+17,5.52822E+17,5.52826E+17,0,1472776850,0,0,0,2,514,0,25,99,0,0.001945525
1,1.10561E+18,1.10561E+18,1.10562E+18,0,152461465,4,0,0,2,9182,0,1356,433,0,0.000108909
1,5.24945E+17,5.24945E+17,5.24946E+17,0,14173315,0,1,0,3,735,0,26,47,0,0.001360544
1,5.44332E+17,5.44332E+17,5.44333E+17,0,14940354,0,0,0,1,1741,0,371,1097,0.325,0.000574383
1,5.44273E+17,5.44275E+17,5.44277E+17,0,13685322,0,0,0,2,29673,0,741,1367,0,3.37007E-05
1,5.24967E+17,5.24967E+17,5.24968E+17,0,6017542,0,0,0,2,5571,0,305,780,0,0.000179501
1,5.53202E+17,5.53202E+17,5.53204E+17,0,3806691,0,1,0,1,1031,0,47,20,0,0.000969932
1,5.24923E+17,5.24923E+17,5.24924E+17,0,180887271,0,0,0,2,1945,0,145,569,0,0.000514139
1,5.25026E+17,5.25026E+17,5.25026E+17,0,8736882,0,0,0,1,91,0,10,79,0,0.010989011
1,2.72223E+18,2.72223E+18,2.72224E+18,0,6570930763,0,1,0,5,6040,0,120,755,0,0.000165563
1,5.24945E+17,5.24945E+17,5.24949E+17,0,23937894,1,2,3,1,675,0,467,453,0.1,0.001481481
1,5.00322E+17,5.00322E+17,5.00328E+17,0,325076723,2,0,0,1,5537,0,316,245,0,0.000180603
1,5.25057E+17,5.25057E+17,5.25058E+17,0,16343974,0,0,0,1,7263,0,2096,1981,0.8,0.000137684
1,5.45204E+18,3.81041E+18,5.4521E+18,3,2582506646,7,881,463,12,213531,0,46350,7513,0.455555556,4.68316E-06
1,5.24961E+17,5.24961E+17,5.2499E+17,0,289998339,0,0,0,1,641,0,45,379,0.25,0.001560062
1,5.25057E+17,5.25057E+17,5.25058E+17,0,34310801,2,1,0,3,10733,0,1233,1213,0.15,9.31706E-05
1,5.52808E+17,5.52808E+17,5.52816E+17,0,14293310,2,0,0,1,7416,0,1898,431,-0.6,0.000134844
1,5.80321E+17,5.80321E+17,5.80332E+17,0,7743542,0,0,1,2,569,0,13,22,0,0.001757469
1,9.99783E+17,9.99784E+17,9.99853E+17,0,2555434592,3,1,0,4,5776,0,375,424,-0.7,0.00017313
1,5.00284E+17,5.00284E+17,5.00333E+17,0,14090948,0,0,0,1,19958,0,440,948,0.25,5.01052E-05
1,1.49688E+18,1.4969E+18,1.49691E+18,0,405848893,0,0,1,10,26003,0,751,3352,0,3.84571E-05
1,5.00348E+17,5.00363E+17,5.00377E+17,0,399080126,0,0,1,4,9292,0,292,631,0.5,0.000107619
1,5.25071E+17,5.25071E+17,5.25084E+17,0,351120282,2,1,0,1,40943,0,4316,4276,-0.070833333,2.44242E-05
1,5.2497E+17,5.2497E+17,5.24971E+17,0,6017542,0,0,0,1,3206,0,216,231,0,0.000311915
1,5.44287E+17,5.44292E+17,5.44295E+17,0,115393565,0,0,0,2,27023,0,1357,1734,0,3.70055E-05
1,5.53535E+17,5.53536E+17,5.53538E+17,0,2149973089,0,0,0,2,58861,0,419,111,0,1.69892E-05
1,5.24978E+17,5.24978E+17,5.24998E+17,0,21660529,0,0,0,1,111,0,0,13,0,0.009009009
1,5.24977E+17,5.24977E+17,5.24977E+17,0,428333,0,1,3,1,199,0,19,254,0,0.005025126
1,1.10596E+18,1.10596E+18,1.10596E+18,0,507759940,0,0,0,2,520,0,64,733,0,0.001923077
1,1.09723E+18,1.09723E+18,1.09726E+18,0,56292848,0,0,0,3,6894,0,236,451,0.142857143,0.000145054
1,1.09745E+18,1.09745E+18,1.09745E+18,0,67411557,0,0,1,4,34234,0,534,604,1.006349206,2.92107E-05
1,5.24984E+17,5.24984E+17,5.24985E+17,0,428333,0,0,0,1,2910,0,102,179,0,0.000343643
1,5.00359E+17,5.00359E+17,5.00361E+17,0,21879831,2,0,2,1,5244,0,476,1528,0,0.000190694
1,5.25038E+17,0,5.25038E+17,1,0,1,326,166,0,37479,0,29139,1531,0,2.66816E-05
1,5.53534E+17,0,5.53534E+17,1,0,0,117,0,1,334,0,50261,497,0.068181818,0.002994012
1,3.86556E+18,3.86556E+18,3.86688E+18,0,1892150817,0,0,1,10,44274,0,2183,3415,-0.1,2.25866E-05
1,5.4429E+17,5.4429E+17,5.44303E+17,0,420176985,0,0,0,2,224,0,20,40,0,0.004464286
1,5.52832E+17,5.52832E+17,5.52834E+17,0,5402612,0,0,0,1,19722,0,208,551,0.5,5.07048E-05
1,5.24935E+17,5.24935E+17,5.24946E+17,0,292777349,0,0,0,3,5299,0,119,242,-0.375,0.000188715
1,2.65901E+18,2.65901E+18,2.65902E+18,0,361425706,0,0,5,8,144050,0,3951,2491,0,6.94203E-06
1,2.00018E+18,2.00018E+18,2.00049E+18,0,1193199694,1,0,0,4,148751,0,8874,7140,-0.875,6.72264E-06
1,5.52833E+17,5.52833E+17,5.52852E+17,0,372502604,0,0,1,1,212,0,23,90,-0.5,0.004716981
1,5.44303E+17,5.44303E+17,5.44304E+17,0,5402612,0,0,0,1,1493,0,69,174,-0.4,0.000669792
1,5.53137E+17,5.53137E+17,5.53137E+17,0,7587032,0,0,1,1,1781,0,102,195,0.25,0.000561482
1,1.09721E+18,0,1.09721E+18,2,0,3,777,602,0,42897,0,12748,301,0.172222222,2.33117E-05
1,5.00364E+17,5.00364E+17,5.00366E+17,0,21879831,0,0,0,2,38857,0,1045,403,0,2.57354E-05
1,1.62232E+18,1.62232E+18,1.62233E+18,0,116776458,5,0,0,3,10411,0,886,482,0.5,9.60523E-05
1,1.04989E+18,1.04989E+18,1.04992E+18,0,40939329,0,2,0,2,122511,0,1388,714,0,8.16253E-06
1,1.65923E+18,1.65923E+18,1.65923E+18,0,19652779,2,0,2,4,18549,0,248,912,0,5.39113E-05
1,5.00299E+17,5.00299E+17,5.00344E+17,0,337801323,0,0,0,1,9596,0,105,227,-0.6,0.00010421
1,5.52803E+17,5.52803E+17,5.52804E+17,0,2461887810,0,0,0,1,1182,0,163,243,0.214285714,0.000846024
1,1.57487E+18,5.2494E+17,1.57487E+18,2,16220555,4,279,216,1,149047,0,71369,24330,1.214583333,6.70929E-06
1,5.2497E+17,5.2497E+17,5.24971E+17,0,747398809,0,1,0,2,4617,0,2498,2628,0.5,0.000216591
1,5.25027E+17,5.25027E+17,5.25028E+17,0,32795568,0,0,3,1,11632,0,2591,621,-0.5,8.59697E-05
1,5.44301E+17,0,5.44301E+17,1,0,0,125,471,0,61094,1,403763,426,0.011904762,1.63682E-05
